,episode,round,state,action,reward,done,model,environment
274,66,0,0,7.0,,,Q_learning,TriquiEnv
275,66,1,513,5.0,0.0,False,Q_learning,TriquiEnv
276,66,2,1974,0.0,0.0,False,Q_learning,TriquiEnv
277,66,3,8697,1.0,0.0,False,Q_learning,TriquiEnv
278,66,4,8697,,-1000.0,True,Q_learning,TriquiEnv
279,67,0,0,4.0,,,Q_learning,TriquiEnv
280,67,1,13203,7.0,0.0,False,Q_learning,TriquiEnv
281,67,2,13716,2.0,0.0,False,Q_learning,TriquiEnv
282,67,3,15183,8.0,0.0,False,Q_learning,TriquiEnv
283,67,4,19558,,-1.0,True,Q_learning,TriquiEnv
284,68,0,0,5.0,,,Q_learning,TriquiEnv
285,68,1,21,7.0,0.0,False,Q_learning,TriquiEnv
286,68,2,13170,0.0,0.0,False,Q_learning,TriquiEnv
287,68,3,13170,,-1000.0,True,Q_learning,TriquiEnv
288,69,0,0,5.0,,,Q_learning,TriquiEnv
289,69,1,21,1.0,0.0,False,Q_learning,TriquiEnv
290,69,2,4638,1.0,0.0,False,Q_learning,TriquiEnv
291,69,3,4638,,-1000.0,True,Q_learning,TriquiEnv
292,70,0,0,8.0,,,Q_learning,TriquiEnv
293,70,1,163,1.0,0.0,False,Q_learning,TriquiEnv
294,70,2,13528,2.0,0.0,False,Q_learning,TriquiEnv
295,70,3,13543,2.0,0.0,False,Q_learning,TriquiEnv
296,70,4,13543,,-1000.0,True,Q_learning,TriquiEnv
297,71,0,0,1.0,,,Q_learning,TriquiEnv
298,71,1,13365,1.0,0.0,False,Q_learning,TriquiEnv
299,71,2,13365,,-1000.0,True,Q_learning,TriquiEnv
300,72,0,0,5.0,,,Q_learning,TriquiEnv
301,72,1,21,6.0,0.0,False,Q_learning,TriquiEnv
302,72,2,13872,2.0,0.0,False,Q_learning,TriquiEnv
303,72,3,13872,,-1000.0,True,Q_learning,TriquiEnv
304,73,0,0,6.0,,,Q_learning,TriquiEnv
305,73,1,891,7.0,0.0,False,Q_learning,TriquiEnv
306,73,2,920,2.0,0.0,False,Q_learning,TriquiEnv
307,73,3,14051,,-1.0,True,Q_learning,TriquiEnv
308,74,0,0,6.0,,,Q_learning,TriquiEnv
309,74,1,891,2.0,0.0,False,Q_learning,TriquiEnv
310,74,2,1386,7.0,0.0,False,Q_learning,TriquiEnv
311,74,3,1415,4.0,0.0,False,Q_learning,TriquiEnv
312,74,4,1415,,-1000.0,True,Q_learning,TriquiEnv
313,75,0,0,4.0,,,Q_learning,TriquiEnv
314,75,1,13203,3.0,0.0,False,Q_learning,TriquiEnv
315,75,2,15396,4.0,0.0,False,Q_learning,TriquiEnv
316,75,3,15396,,-1000.0,True,Q_learning,TriquiEnv
317,76,0,0,1.0,,,Q_learning,TriquiEnv
318,76,1,13365,2.0,0.0,False,Q_learning,TriquiEnv
319,76,2,17748,6.0,0.0,False,Q_learning,TriquiEnv
320,76,3,18639,1.0,0.0,False,Q_learning,TriquiEnv
321,76,4,18639,,-1000.0,True,Q_learning,TriquiEnv
322,77,0,0,1.0,,,Q_learning,TriquiEnv
323,77,1,13365,3.0,0.0,False,Q_learning,TriquiEnv
324,77,2,15714,5.0,0.0,False,Q_learning,TriquiEnv
325,77,3,15735,5.0,0.0,False,Q_learning,TriquiEnv
326,77,4,15735,,-1000.0,True,Q_learning,TriquiEnv
327,78,0,0,3.0,,,Q_learning,TriquiEnv
328,78,1,15309,5.0,0.0,False,Q_learning,TriquiEnv
329,78,2,15474,3.0,0.0,False,Q_learning,TriquiEnv
330,78,3,15474,,-1000.0,True,Q_learning,TriquiEnv
331,79,0,0,3.0,,,Q_learning,TriquiEnv
332,79,1,15309,6.0,0.0,False,Q_learning,TriquiEnv
333,79,2,16524,7.0,0.0,False,Q_learning,TriquiEnv
334,79,3,16569,,-1.0,True,Q_learning,TriquiEnv
335,80,0,0,2.0,,,Q_learning,TriquiEnv
336,80,1,171,3.0,0.0,False,Q_learning,TriquiEnv
337,80,2,15480,1.0,0.0,False,Q_learning,TriquiEnv
338,80,3,15725,,-1.0,True,Q_learning,TriquiEnv
339,81,0,0,7.0,,,Q_learning,TriquiEnv
340,81,1,513,6.0,0.0,False,Q_learning,TriquiEnv
341,81,2,1244,1.0,0.0,False,Q_learning,TriquiEnv
342,81,3,1244,,-1000.0,True,Q_learning,TriquiEnv
343,82,0,0,3.0,,,Q_learning,TriquiEnv
344,82,1,15309,2.0,0.0,False,Q_learning,TriquiEnv
345,82,2,15480,0.0,0.0,False,Q_learning,TriquiEnv
346,82,3,15480,,-1000.0,True,Q_learning,TriquiEnv
347,83,0,0,2.0,,,Q_learning,TriquiEnv
348,83,1,171,6.0,0.0,False,Q_learning,TriquiEnv
349,83,2,1386,8.0,0.0,False,Q_learning,TriquiEnv
350,83,3,1441,,-1.0,True,Q_learning,TriquiEnv
351,84,0,0,8.0,,,Q_learning,TriquiEnv
352,84,1,163,7.0,0.0,False,Q_learning,TriquiEnv
353,84,2,1648,5.0,0.0,False,Q_learning,TriquiEnv
354,84,3,1669,,-1.0,True,Q_learning,TriquiEnv
355,85,0,0,5.0,,,Q_learning,TriquiEnv
356,85,1,21,2.0,0.0,False,Q_learning,TriquiEnv
357,85,2,21,,-1000.0,True,Q_learning,TriquiEnv
358,86,0,0,0.0,,,Q_learning,TriquiEnv
359,86,1,6723,2.0,0.0,False,Q_learning,TriquiEnv
360,86,2,7218,7.0,0.0,False,Q_learning,TriquiEnv
361,86,3,11619,3.0,0.0,False,Q_learning,TriquiEnv
362,86,4,11619,,-1000.0,True,Q_learning,TriquiEnv
363,87,0,0,2.0,,,Q_learning,TriquiEnv
364,87,1,171,7.0,0.0,False,Q_learning,TriquiEnv
365,87,2,4572,2.0,0.0,False,Q_learning,TriquiEnv
366,87,3,4572,,-1000.0,True,Q_learning,TriquiEnv
367,88,0,0,2.0,,,Q_learning,TriquiEnv
368,88,1,171,7.0,0.0,False,Q_learning,TriquiEnv
369,88,2,4572,0.0,0.0,False,Q_learning,TriquiEnv
370,88,3,11139,,-1.0,True,Q_learning,TriquiEnv
371,89,0,0,4.0,,,Q_learning,TriquiEnv
372,89,1,13203,5.0,0.0,False,Q_learning,TriquiEnv
373,89,2,17580,5.0,0.0,False,Q_learning,TriquiEnv
374,89,3,17580,,-1000.0,True,Q_learning,TriquiEnv
375,90,0,0,4.0,,,Q_learning,TriquiEnv
376,90,1,13203,1.0,0.0,False,Q_learning,TriquiEnv
